english,translate
Cull the Weak,Cull the Weak
Cultivated Synergy,Cultivated Synergy
Currently invoking the power of Kalla Scorchrazor.,В настоящее время призывает силу Каллы Скотчразор.
Cyclone Bow Pierces,Cyclone Bow Pierces
Dagger Proficiency,Владение кинжалом
Dagger Training,Обучение владению кинжалом
Dagger skills grant nearby allies Taste for Blood.,Умения кинжала дают союзникам поблизости Вкус к крови.
Damage Increase above Health Threshold,Увеличение урона выше порогового значения здоровья
Damage Increase above Threshold,Увеличение урона выше порогового значения
Damage Increase per Unique Condition,Увеличение урона за уникальное состояние
Damage Increase to Defiant Foes,Увеличение урона по Сопротивляющимся врагам
Damage Increase to Disabled or Exposed Foes,Увеличение урона по Обездвиженным или Уязвимым врагам
Damage Increase vs. Barrier,Увеличение урона по барьеру
Damage Increase vs. High Health,Увеличение урона по цели с высоким здоровьем
Damage Increase vs. Inactivity,Увеличение урона при бездействии
Damage Increase with Aegis,Увеличение урона с Эгидой
Damage Reduction per Upkeep Pip,Снижение урона за единицу поддержания
"Damage and condition duration are increased after dodging or using a ranger skill that evades. Short bow skills pierce and gain recharge reduction, and their attacks from behind, while flanking, or against defiant foes are improved.","Урон и длительность состояний увеличены после уклонения или использования навыка рейнджера, который позволяет уклониться. Навыки короткого лука пробивают цели и получают сокращение перезарядки, а их атаки сзади, с фланга или против непокорных врагов улучшены."
Damage dealt is increased.,Наносимый урон увеличен.
Damage dealt to you is reduced.,Получаемый урон снижен.
Damage foes at the end of a dodge roll.,Вы наносите урон противникам по завершении уворота c перекатом.
Damage increased 50% on next attack.,Урон следующей атаки увеличен на 50%.
"Damage reduction is increased when you grant yourself an aura. <c=@reminder>When this triggers, the durations of all stacks are refreshed. </c>","Снижение урона увеличивается, когда вы накладываете на себя ауру. <c=@reminder>При срабатывании длительность всех стаков обновляется.</c>"
Damage reduction per stack,Снижение урона за стак
Damage to Healing per Kalla's Fervor,Урон по исцелению за единицу Рвения Каллы
Damage while in Shroud,"Урон, находясь в Саване"
Damaging conditions you apply last longer.,"Накладываемые вами состояния, которые наносят урон, длятся дольше."
Dance of Death,Танец Смерти
Danger Time,Опасное Время
Daring Dragon,Отважный Дракон
Dark Defiance,Тёмное Неповиновение
Dark Disciple,Тёмный Ученик
Dark Gunslinger,Тёмный Стрелок
Dark Sentry,Тёмный Часовой
Daze enemies when you become a celestial avatar. Inflict bleeding on enemies you immobilize or disable.,"Ошеломляет врагов, когда вы становитесь небесным аватаром. Накладывает кровотечение на врагов, которых вы обездвижили или вывели из строя."
Dazes and stuns inflict immobilize.,Ошеломление и оглушение вызывают неподвижность.
"Dazes, stuns, pulls, knockdowns, knockbacks, and launches remove boons.","Ошеломления, оглушения, притягивания, сбивания с ног, отбрасывания и подбрасывания снимают блага."
Dazzling,Ослепляющий
Deactivate Photon Forge converts conditions into boons based on your heat level.,Деактивация фотонной кузницы превращает состояния в дары в зависимости от уровня нагрева.
Dead or Alive,Живой или мёртвый
Deadeye's Gaze,Взгляд Меткого Стрелка
