english,translate
"Strike up the band and unleash a wave of sonic magic. Instruments playing in the background contribute to the amplitude, increasing the strength of the wave.This skill's recharge cannot be reset by other mesmer skills.","Заиграйте музыку и высвободите волну звуковой магии. Инструменты, играющие на фоне, способствуют амплитуде, увеличивая силу волны.Перезарядка этого навыка не может быть сброшена другими навыками месмера."
"Strike your target with a bolt of lightning when attuning to air.
<c=@reminder>Also triggers on overload skills.</c>","Ударьте цель молнией при настройке на воздух.
<c=@reminder>Также срабатывает при использовании навыков перегрузки.</c>"
Strikes up to five targets within range.,Strikes up to five targets within range.
"Striking a chilled foe grants might and life force.
<c=@reminder>Single attacks can activate this trait more than once before recharging.</c>","Удары по охлажденному врагу дают мощь и жизненную силу.
<c=@reminder>Одиночные атаки могут активировать эту черту более одного раза до перезарядки.</c>"
Striking a foe with vulnerability increases your critical hit chance.,Удар по уязвимому противнику увеличивает ваш шанс на критическое попадание.
"Striking a stealthed foe triggers Invisible Analysis.
Disabling a foe triggers Controlled Analysis.
<c=@reminder>Disables include stun, daze, knockback, pull, knockdown, sink, float, launch, taunt, and fear.</c>","Удар по скрытому врагу активирует Invisible Analysis.
Обездвиживание врага активирует Controlled Analysis.
<c=@reminder>Обездвиживания включают оглушение, ошеломление, отталкивание, притягивание, нокдаун, погружение, всплытие, отбрасывание, провокацию и страх.</c>"
Striking an enemy tethered by your Spear of Justice inflicts vulnerability and increases strike damage dealt. Tether duration is increased.,"Удары по противникам, связанным вашим Копьём Справедливости, вызывают уязвимость и наносят увеличенный прямой урон. Длительность привязи увеличена."
Striking an enemy with the damaging effect from Virtue skill 1 casts Lesser Signet of Wrath.,"Урон, нанесенный противнику 1-м умением Добродетели, активирует Lesser Signet of Wrath."
Striking foes within the range threshold deals increased strike damage and heals you for a portion of the damage dealt.,"Удары по противникам, находящимся не дальше порога дистанции, наносят повышенный прямой урон и исцеляют вас на часть нанесенного урона."
Stun Duration per Charge,Stun Duration per Charge
"Stuns, dazes, knockbacks, pulls, pushes, and launches inflict vulnerability and weakness.","Оглушения, ошеломления, отталкивания, притягивания, толчки и отбрасывания накладывают уязвимость и слабость."
"Summon only one shade at a time. This greater shade has a modified recharge. Influence a larger area with <c=@abilitytype>shade</c> skills. 
<c=@reminder>A greater shade counts as three shades for related traits.</c>","Призывайте только одну тень за раз. Эта великая тень имеет измененную перезарядку. Влияйте на большую область с помощью навыков <c=@abilitytype>тени</c>.
<c=@reminder>Великая тень считается как три тени для соответствующих черт.</c>"
Summons illusions.,Summons illusions.
