english,translate
"""Ahoy, there!""","«Ах, вот!»"
"""Ahoy, there.""","«Эй, там»."
"""Ai, Keeper of the Peak""","«Ай, Хранитель Пика»"
"""Aid me, Brotherhood!""","«Помоги мне, Братство!»"
"""Aid me, please!""","«Помогите мне, пожалуйста!»"
"""Aid the Order of Shadows by repairing turrets, collecting surveillance data, healing injured agents, destroying Forged barricades, and fighting Forged and Awakened.""","«Помогайте Ордену Теней, ремонтируя турели, собирая данные наблюдения, леча раненых агентов, разрушая баррикады Кованых и сражаясь с Коваными и Пробуждёнными»."
"""Air consumption could be a problem, Whiskers.""","«Расход воздуха может стать проблемой, Усы»."
"""Air is the source of all life. It is invisible, and yet it can destroy whole villages.""","«Воздух — источник всей жизни. Он невидим, но тем не менее может уничтожить целые деревни»."
"""Akeem and Vass. Waiting Sorrow is fine, but... She's in shock. Won't speak. Or move.""","«Аким и Васс. Ожидание Скорби — это нормально, но… Она в шоке. Не говорит. И не двигается»."
"""Akoren and Liana depend on me. If something happens to them, it's because of me. It's my fault...""","«Акорен и Лиана зависят от меня. Если с ними что-то случится, то это из-за меня. Это моя вина…»"
"""Alas, your party was defeated.""","«Увы, ваша партия потерпела поражение»."
"""Alastia Crow, the pirate seer, has been slain—but that doesn't mean she can't answer questions. With the help of a powerful artifact and the skills of a follower of Grenth, Alastia's spirit may yet be able to provide key information about Kellach.""","«Аластия Кроу, пиратская провидица, убита, но это не значит, что она не может отвечать на вопросы. С помощью мощного артефакта и навыков последователя Грента дух Аластии, возможно, ещё сможет предоставить ключевую информацию о Келлахе»."
"""Alastia Crow, the pirate seer, has been slain—but that doesn't mean you can't gather information on what she was doing. Infiltrate the pirate crew of the Ravenous and find out what drove Kellach mad.""","«Аластия Кроу, пиратская провидица, убита, но это не значит, что вы не можете собрать информацию о том, что она делала. Проникните в пиратскую команду «Голодного» и выясните, что свело Келлаха с ума»."
"""Albax, the Unlucky""","«Альбакс, Невезучий»"
"""Ale! Rowdy brawling! It's far too easy to let loose in the thrill of the moment. After I woke up, I couldn't remember what I'd done. I'm sure it was nothing too terrible.""","«Але! Шумная драка! Слишком легко оторваться от волнения момента. После того, как я проснулся, я не мог вспомнить, что я сделал. Я уверен, что в этом не было ничего страшного»."
"""Alive or dead, you will be part of the Jungle Dragon's horde.""","«Живой или мёртвый, ты будешь частью орды Дракона Джунглей»."
"""All I can say is, what I'm observing would be a clear-cut indication of disease among all other reptilia. From Acrochordus granulatus to Vermicella annulata.""","«Все, что я могу сказать, это то, что я наблюдаю явный признак заболевания среди всех других рептилий. От Acrochordus granulatus до Vermicella annulata»."
"""All Stone, No Blood""","«Все камни, никакой крови»"
"""All We See, We Own""","«Все, что мы видим, нам принадлежит»"
"""All across Tyria, I found others who tell of destruction caused by the Dragons.""","«По всей Тирии я нашёл людей, рассказывающих о разрушениях, причиненных Драконами»."
"""All are abused and suffering, and all need help, but you have to choose where you will bring victory.""","«Все унижены и страдают, и всем нужна помощь, но вам придётся выбрать, где вы принесете победу»."
"""All characters on this account can access these slots. They will not automatically collect items, compact, or show in vendors.""","«Все персонажи в этой учётной записи имеют доступ к этим слотам. Они не будут автоматически собирать предметы, компактировать или показывать их у продавцов»."
"""All convoys must have a starting point, just as all climbs must have a place where you can start your ascent.""","«У всех конвоев должна быть отправная точка, так же, как у всех восхождений должно быть место, откуда вы можете начать восхождение»."
"""All damage dealt is increased, and increased additionally if you have an off-hand weapon equipped.""","«Весь наносимый урон увеличивается, а также увеличивается, если у вас есть дополнительное оружие»."
