english,translate
"""This is a MailDef with a MapCinematic, I hope it works!""","«Это MailDef с MapCinematic, надеюсь, он работает!»"
"""This is a fairly recent program we've started. Members of the Brew of the Month Club will receive a new, finely crafted brew from here or around Tyria each month over the duration of a year.""","«Это сравнительно недавняя программа, которую мы начали. Члены клуба «Пиво месяца» будут получать новое, прекрасно приготовленное пиво отсюда или со всей Тирии каждый месяц в течение года»."
"""This is a fool's errand, Eir.""","— Это глупая затея, Эйр."
"""This is a hostile land, and we are only temporary inhabitants. Our camp is build on unsteady ground.""","«Это враждебная земля, и мы лишь временные жители. Наш лагерь построен на зыбкой почве»."
"""This is a momentous day. The tide of history has changed, Trahearne.""","«Это знаменательный день. Ход истории изменился, Трэхирн»."
"""This is a roughly scrawled manual of sorts, full of notes and sketches. If you flip through it, you might figure out how to undo some shoddy fixes.""","«Это своего рода грубо нацарапанное руководство, полное примечаний и эскизов. Если вы его пролистаете, то, возможно, поймете, как отменить некоторые некачественные исправления»."
"""This is a skritt tunnel! If you help us, it can help you get around.""","«Это скритт-туннель! Если вы поможете нам, он поможет вам передвигаться»."
"""This is a standard Pyslithium Generator. I believe they're powering the entire lab, which is bad, because they're quite powerful.""","«Это стандартный генератор пислития. Я считаю, что они питают всю лабораторию, и это плохо, потому что они довольно мощные»."
"""This is a test map, to try out two different keep layouts and also to test first pass seige weapons.""","«Это тестовая карта, на которой можно опробовать две разные схемы расположения крепостей, а также опробовать осадное оружие первого прохода»."
"""This is a waypoint. Waypoints appear on your compass, which is in the lower-right corner of your screen. You can also see them on the world map, which you can access by pressing """"M."""" Press """"M"""" again to close the world map. To teleport to a waypoint, open your world map and click on the waypoint to which you want to travel.""","«Это путевая точка. Путевые точки отображаются на вашем компасе, который находится в правом нижнем углу экрана. Вы также можете увидеть их на карте мира, к которой вы можете получить доступ, нажав «M». Нажмите «M» ещё раз, чтобы закрыть карту мира. Чтобы телепортироваться к путевой точке, откройте карту мира и нажмите на путевую точку, к которой вы хотите добраться»."
"""This is bad, the centaurs are trying to retake their base. We need all hands on deck.""","«Это плохо, кентавры пытаются вернуть свою базу. Нам нужны все руки на палубе»."
"""This is bad. My agent, Drubin, is in there somewhere. We have to find him.""",«Это плохо. Мой агент Друбин где-то там. Мы должны его найти».
"""This is dangerous territory, friend. These lands are infested with centaurs. It's our job to route them, but with our resources, it's all we can do to keep them away from the people of Beetletun.""","«Это опасная территория, друг. Эти земли кишат кентаврами. Наша работа — прогнать их, но с нашими ресурсами это все, что мы можем сделать, чтобы держать их подальше от жителей Битлетана»."
"""This is for the win! No excuses, and no prisoners. Drink up till you're falling down!""","«Это ради победы! Никаких оправданий и никаких пленников. Пейте, пока не упадете!»"
"""This is good-quality sap, thank you. The Pact can make good use of this.""","«Это сок хорошего качества, спасибо. Пакт может извлечь из этого пользу»."
"""This is great! With some training, I may be able to defend the settlement.""","«Это здорово! При некоторой тренировке я, возможно, смогу защитить поселение»."
"""This is home to the Exalted, souls bound to armor who live in Tarir, the Forgotten City, which lies within a grand cenote constructed of gold. There, the Exalted await something they call Glint's legacy. And beyond the walls, their outposts stand watch, defending the city from the ever-advancing Mordrem.""","«Это дом Возвышенных, душ, закованных в доспехи, которые живут в Тарире, Забытом городе, который находится внутри величественного сенота, построенного из золота. Там Возвышенные ждут того, что они называют наследием Глинта. А за стенами их аванпосты стоят на страже, защищая город от постоянно наступающих Мордремов»."
"""This is important, right?""","«Это важно, верно?»"
"""This is it, mates. Keep them out!""","«Вот и все, приятели. Не подпускайте их!»"
"""This is it, this is the job we've been waiting for. Instead of stealing coconuts and driftwood from those Hullgardeners, we're finally going after a real treasure. All of this time being stranded will be worth something, and I'll be headed back to the mainland with a fortune. And these cowardly Inquest are letting us lead the way! Sure, we'll get them their artifacts, after we've loaded down our bags with the best of the loot. This is going to be my biggest payday ever.""","«Вот оно, это работа, которую мы так долго ждали. Вместо того, чтобы воровать кокосы и коряги у этих Халлгарденцев, мы наконец-то отправимся за настоящим сокровищем. Все это время, проведенное в затруднительном положении, будет чего-то стоить, и я отправлюсь обратно на материк с состоянием. И эти трусливые Следователи позволяют нам идти впереди! Конечно, мы отдадим им их артефакты, после того как загрузим наши сумки с лучшей добычей. Это будет моя самая большая зарплата в жизни»."
"""This is nearly all I can handle for the time being. If anyone still has contributions, bring them here now.""","«Это почти все, что я могу сделать на данный момент. Если у кого-то ещё есть вклады, принесите их сюда сейчас»."
"""This is not like our own spawning grounds. But on the plus side, it is very wet.""",«Это не похоже на наши собственные нерестилища. Но есть и положительный момент: здесь очень влажно».
"""This is only for sale at a very special time from a very special lady. She picks it up here on the way to market. She doesn't get the barrels with pirates in them though, just wine.""","«Это продается только в очень особенное время от очень особенной женщины. Она забирает его здесь по дороге на рынок. Однако она получает не бочки с пиратами, а только вино»."
"""This is our main camp, where most supplies will need to be delivered.""","«Это наш главный лагерь, куда нужно будет доставить большую часть припасов»."
"""This is pointless. Come on, Ikniu. We'll have to find another way to convince your leaders.""","«Это бессмысленно. Давай, Икниу. Нам придётся найти другой способ убедить твоих лидеров»."
"""This is purely for science, and not because I skipped breakfast.""","«Это чисто для науки, а не потому, что я пропустил завтрак»."
"""This is quite a bit deeper into the Janthiri Isles, where the Mists runoff runs thick. It affects the land in a myriad of ways.""","«Это немного глубже, на острова Джантири, где потоки Тумана густые. Это влияет на землю множеством способов»."
"""This is so infuriating. These people work hard enough without a bunch of thieving, yellow-bellied, underhanded, foul-smelling, worthless, rotten pirates wrecking everything.""","«Это так бесит. Эти люди работают достаточно усердно, и без кучки вороватых, желтобрюхих, коварных, дурно пахнущих, никчёмных, гнилых пиратов, разрушающих все»."
"""This is the Silverwastes, where the forces of the Elder Dragon Mordremoth are assaulting the defenses of the Pact. We could use your help fighting them back!""","«Это Серебряные пустоши, где силы Старшего Дракона Мордремота атакуют оборону Пакта. Нам не помешала бы ваша помощь, чтобы дать им отпор!»"
"""This is the beginning, centaurs! We're coming for all of your bases, one by one.""","«Это начало, кентавры! Мы идем за всеми вашими базами, одну за другой»."
