english,translate
What'd you mean by this being your place?,"Что ты имеешь в виду, говоря, что это твое место?"
What're you gawking at? We got a problem here?,Чего ты глазеешь? У нас здесь проблема?
What's behind those doors?,Что за этими дверями?
What's happening with the refugees?,Что происходит с беженцами?
What's it like having your personality split in two?,"Каково это, когда твоя личность разделяется на две части?"
What's over here?,Что здесь?
What's special about this site?,Что особенного в этом сайте?
What's the Svanir cult about?,Что такое культ Сванир?
What's the message from Maddox?,Какое сообщение от Мэддокса?
What's the news on the Pact front?,Какие новости на фронте Пакта?
What's the point of this expedition?,В чем смысл этой экспедиции?
What's up with that moa over there?,Что там с этим моа?
What's your field of expertise?,Какова ваша область знаний?
What? Another one? (laugh),Что? Ещё один? (смех)
What? I think the egg showed me that.,"Что? Думаю, яйцо показало мне это."
What? Of course I do!,"Что? Конечно, я знаю!"
What? What are you talking about? You're wrong. Faolain?,Что? О чем ты говоришь? Вы ошибаетесь. Фаолайн?
What? Why would he do that?,Что? Зачем ему это делать?
Whatever you say. I'd like to talk about something else.,Что бы вы ни говорили. Я хотел бы поговорить о другом.
Whatever. Quaggan. I'm leaving.,Что бы ни. Квагган. Я ухожу.
Wha— Where am I?,Что... Где я?
When will you need me to catch some bugs?,"Когда я вам понадобится, чтобы выявить некоторые ошибки?"
Where am I? (laugh),Где я? (смех)
Where are his missing parts again?,Где снова его недостающие части?
Where are you going? (laugh),Куда ты идешь? (смех)
Where can I buy supplies?,Где я могу купить расходные материалы?
Where can I find some?,Где я могу найти немного?
Where did these armored cats come from?,Откуда взялись эти бронированные кошки?
Where do I find keys?,Где мне найти ключи?
Where do I go to craft a legendary weapon?,"Куда мне пойти, чтобы создать легендарное оружие?"
Where does their power come from?,Откуда у них сила?
Where was the master-at-arms last seen?,Где в последний раз видели мастера над оружием?
Where's my backup?,Где моя резервная копия?
Where's the rest of your team?,Где остальная часть вашей команды?
Where's the trees?,Где деревья?
Where—is—my—sweater?,Где мой свитер?
Which I assure you is great exposure and could land you a dream internship with the Inquest.,"Это, уверяю вас, станет отличным разоблачением и может обеспечить вам стажировку в Следствии, о которой вы мечтаете."
Which one is the best?,Какой из них лучший?
Which one of you latched on to the wizard's soul...?,Кто из вас зацепился за душу волшебника?..
Whiptail Devourer Hatchling Unarmed,Детеныш хлыстохвостого пожирателя без оружия
Whispers Agent Otto Barenjaard,Шепот агента Отто Баренджаарда
Whispers Agent: It's okay. We got here in time. Hang on and we'll get you home.,"Шепчет агент: Все в порядке. Мы приехали вовремя. Подожди, и мы отвезем тебя домой."
Whispers Agent: No. The mutilation was post-mortem. Someone ran him through with his own sword first.,Агент по шепоту: Нет. Увечье было обнаружено посмертно. Кто-то сначала пронзил его собственным мечом.
Whispers Agent: Not until we find them all. I refuse to believe that Ferghen just let these people die.,"Агент шепчет: Пока мы не найдём их всех. Я отказываюсь верить, что Ферген просто позволил этим людям умереть."
White Lady,Белая Леди
White Lady Dagger,Кинжал Белой Леди
White Lady Ghost,Белая леди-призрак
Who has time to help?,У кого есть время помочь?
Who is Michin?,Кто такой Мичин?
Who is Pisti?,Кто такой Писти?
Who is that over there chasing the springer?,Кто это там гонится за спрингером?
Who is this Voice?,Кто этот Голос?
Who is we?,Кто мы?
Who wants some head pats? I bet I know who!,"Кто хочет погладить по голове? Бьюсь об заклад, я знаю кто!"
