english,translate
"""<c=@flavor>""""You're going to need one of these when fighting mighty foes like the jotun.""""<br>—Neida</c>""","""<c=@flavor>""""Один из них понадобится вам, когда вы будете сражаться с такими могучими противниками, как йотуны.""""<br>—Нейда</c>"""
"""<c=@flavor>""""You're one of us now. Just don't let it go to your head."""" -Cap</c>""","""<c=@flavor>""""Теперь ты один из нас. Только не позволяй этому вскружить тебе голову."""" -Кэп</c>"""
"""<c=@flavor>""""You're one of us now. Just don't let it go to your head."""" —Cap</c>""","""<c=@flavor>""""Теперь ты один из нас. Только не позволяй этому вскружить тебе голову."""" — Кэп</c>"""
"""<c=@flavor>""""You've got some bite after all—just not enough to best the best.""""<br>—Vollym</c>""","""<c=@flavor>""""В конце концов, у тебя есть немного остроты, но недостаточно, чтобы превзойти лучших.""""<br>—Воллим</c>"""
"""<c=@flavor>""""Your enemy doesn't stand a chance now!""""</c>""","""<c=@flavor>""""Теперь у вашего врага нет шансов!""""</c>"""
"""<c=@flavor>""""Your lucky day! I usually keep things this shiny.""""<br>—Mrr'kkant</c>""","""<c=@flavor>""""Ваш удачный день! Обычно я держу вещи такими блестящими.""""<br>—Мррккант</c>"""
"""<c=@flavor>""""Your standard dagger. Why don't you let me sharpen that up for ya?""""<br>—Waldo</c>""","""<c=@flavor>""""Твой стандартный кинжал. Почему бы тебе не позволить мне заточить его для тебя?""""<br>—Уолдо</c>"""
"""<c=@flavor>""""Your strength and bravery are inspirations to us all.""""<br>—Warden Llew</c>""","""<c=@flavor>""""Ваша сила и храбрость вдохновляют всех нас.""""<br>—Смотритель Лью</c>"""
"""<c=@flavor>""""Zhaitan may be big, but every little cut adds up.""""<br>—Warmaster Chan</c>""","""<c=@flavor>""""Зайтан, возможно, и велик, но каждый маленький порез складывается.""""<br>—Воитель Чан</c>"""
"""<c=@flavor>""""oOooo Friend?""""—Guard Lugung</c>""","""<c=@flavor>""""о-О-о-о, друг?""""—Охранник Лугунг</c>"""
"""<c=@flavor>A beautiful red flower, treated to last forever.</c>""","""<c=@flavor>Красивый красный цветок, который будет храниться вечно.</c>"""
"""<c=@flavor>A broken, ancient charting device that can be used as a blueprint.<c>""","""<c=@flavor>Сломанное древнее картографическое устройство, которое можно использовать в качестве чертежа.<c>"""
