english,translate
Mystical Beast Scepter Skin[s],[Облик|Облика|Обликов] скипетра «Мистический зверь»
Mystical Beast Shield Skin[s],[Облик|Облика|Обликов] щита «Мистический зверь»
Mystical Beast Short Bow Skin[s],[Облик|Облика|Обликов] короткого лука «Мистический зверь»
Mystical Beast Spear Skin[s],[Облик|Облика|Обликов] копья «Мистический зверь»
Mystical Beast Staff Skin[s],[Облик|Облика|Обликов] посоха «Мистический зверь»
Mystical Beast Sword Skin[s],[Облик|Облика|Обликов] меча «Мистический зверь»
Mystical Beast Torch Skin[s],[Облик|Облика|Обликов] факела «Мистический зверь»
Mystical Beast Warhorn Skin[s],[Облик|Облика|Обликов] боевого рога «Мистический зверь»
Mystical Beast Weapon Choice[s],[Выбор|Выбора|Выборов] оружия «Мистический зверь»
Mystical Beast Weapons,Оружие мистического зверя
Mystical Cog[s],[Мистическая шестерня|Мистической шестерни|Мистических шестерен]
Mystical Dragon Horns Helm Skin[s],[Облик|Облика|Обликов] шлема «Рога мистического дракона»
Mythic Axe Skin[s],[Облик|Облика|Обликов] мифического топора
Mythic Cake[s],[Мифический пирог|Мифического пирога|Мифических пирогов]
Mythic Dagger Skin[s],[Облик|Облика|Обликов] мифического кинжала
Mythic Focus Skin[s],[Облик|Облика|Обликов] мифического фокуса
Mythic Greatsword Skin[s],[Облик|Облика|Обликов] мифического двуручного меча
Mythic Hammer Skin[s],[Облик|Облика|Обликов] мифического молота
Mythic Longbow Skin[s],[Облик|Облика|Обликов] мифического длинного лука
Mythic Mace Skin[s],[Облик|Облика|Обликов] мифической булавы
Mythic Pistol Skin[s],[Облик|Облика|Обликов] мифического пистолета
Mythic Rifle Skin[s],[Облик|Облика|Обликов] мифической винтовки
Mythic Scepter Skin[s],[Облик|Облика|Обликов] мифического скипетра
Mythic Shield Skin[s],[Облик|Облика|Обликов] мифического щита
Mythic Short Bow Skin[s],[Облик|Облика|Обликов] мифического короткого лука
Mythic Staff Skin[s],[Облик|Облика|Обликов] мифического посоха
Mythic Sword Skin[s],[Облик|Облика|Обликов] мифического меча
Mythic Torch Skin[s],[Облик|Облика|Обликов] мифического факела
Mythic Warhorn Skin[s],[Облик|Облика|Обликов] мифического боевого рога
Mythic Weapon Choice[s],[Выбор|Выбора|Выборов] мифического оружия
Myths and Legends of Ancient Ascalon,Мифы и легенды древнего Аскалона
Mythwright Gambit Pillar[s],[Столб|Столба|Столбов] гамбита мифрайта
Mythwright Gambit Rewards,Награды Мифрайт Гамбит
Mythwright Gambit: Conjured Amalgamate,Мифотворческая авантюра: Сотворённый амальгам
Mythwright Gambit: Qadim,Мифотворческая авантюра: Кадим
Mythwright Gambit: Twin Largos,Мифотворческая авантюра: Близнецы Ларгос
Mythwright Gambit—Conjured Amalgamate,Мифотворческая авантюра — Сотворённый амальгам
Mythwright Gambit—Nikare and Kenut,Мифотворческая авантюра — Никаре и Кенут
Mythwright Gambit—Qadim,Мифотворческая авантюра — Кадим
N4-SR Pilot,Пилот N4-SR
Nadijeh's Marshal Inscription[s],"Надидже, гравировка маршала"
Nadijeh's Marshal Insignia[s],Надидже маршальская инсигния
Nadijeh's Royal Armor Cache[s],Тайник Королевской брони Иберу
Nadijeh's Royal Arms Cache[s],Тайник королевских доспехов Надижех
Naga Cache[s],Сундук[|а|ов] наги
