english,translate
Achievements and lifetime statistics are not affected.,Достижения и пожизненная статистика не затрагиваются.
Achievements related to current special events.,"Достижения, связанные с текущими особыми событиями."
Achievements related to new regions.,"Достижения, связанные с новыми краями."
Achievements related to the current festival celebration.,"Достижения, связанные с текущим праздничным торжеством."
Achievements related to the current World vs. World tournament.,"Достижения, связанные с текущим турниром «World vs. World»."
Achievements related to the Tequatl the Sunless encounter.,"Достижения, связанные со схваткой с Текватлем Бессолнечным."
Achievements related to World versus World.,"Достижения, связанные с «World vs. World»."
Achievements<br>Click to Toggle Details,"Достижения<br>Щёлкните, чтобы показать или скрыть подробности"
Acid Bath,Кислотная ванна
Acid Dye[s],[Краска|Краски|Красок] «Кислота»
Acid Explosion,Кислотный взрыв
Acid Rain,Кислотный дождь
Acidic Coating,Кислотное покрытие
Acidic Elixirs,Кислотные эликсиры
Acidic Mist,Кислотная дымка
Acknowledgement[s] to Deft Lahar,[Благодарность|Благодарности|Благодарностей] Ловкому Лахару
Acolyte Ellyna Graidy,Послушница Эллина Грейди
Acolyte of Balthazar,Послушник Бальтазара
"Acolyte of Balthazar Loot Box[pl:""Boxes""]",[Коробка|Коробки|Коробок] с добычей послушника Бальтазара
Acolyte of Peace,Послушник Мира
acolyte unnarmed,послушник без оружия
Acquire 3 cold-resistant eggshells.,Добудьте 3 морозостойкие скорлупы.
Acquire a completed memory of Jormag by collecting enough memory fragments of Elder Dragons.,"Соберите достаточно осколков памяти Старших драконов, чтобы получить целое воспоминание о Йормаге."
Acquire a completed memory of Kralkatorrik by collecting enough memory fragments of Elder Dragons.,"Соберите достаточно осколков памяти Старших драконов, чтобы получить целое воспоминание о Кралькаторрике."
Acquire a completed memory of Mordremoth by collecting enough memory fragments of Elder Dragons.,"Соберите достаточно осколков памяти Старших драконов, чтобы получить целое воспоминание о Мордремоте."
Acquire a completed memory of Primordus by collecting enough memory fragments of Elder Dragons.,"Соберите достаточно осколков памяти Старших драконов, чтобы получить целое воспоминание о Примордусе."
Acquire a completed memory of Soo-Won by collecting enough Fragmented Elder Dragon Memories.,"Соберите достаточно раздробленных воспоминаний Старших драконов, чтобы получить целое воспоминание о Су-Вон."
Acquire a completed memory of Zhaitan by collecting enough memory fragments of Elder Dragons.,"Соберите достаточно осколков памяти Старших драконов, чтобы получить целое воспоминание о Зайтане."
Acquire a corrupted ice shard from the chest after killing the Claw of Jormag in Frostgorge Sound.,Добудьте осквернённый ледяной осколок из сундука после убийства Claw of Jormag в Frostgorge Sound.
Acquire a garden plot for your home instance from Mender Earie.,Получите садовый участок для домашнего инстанса у починщицы Эри.
Acquire a Living Crystal from the Earth Elemental in the Tangled Depths and use it to capture energy left over in the pillars after defeating the Vale Guardian in Spirit Vale.,"Добудьте Living Crystal у земляного элементаля в Спутанных Глубинах и соберите им энергию, оставшуюся в столпах после победы над Стражем Долины в Долине Духов."
Acquire a replacement golem arm from the Inquest and use it to repair IG-6417.,Добудьте у Инквеста запасную руку голема и почините ею IG-6417.
Acquire a skimmer from Trainer Ardra.,Получите скиммера у наставницы Ардры.
Acquire a Soul Mirror from Burnisher Kengo in Auric Basin and use it to capture spectral energy from the lit ghost sconce at the exit of the Spirit Woods in Spirit Vale.,Добудьте Зеркало душ у полировщика Кенго в Оровальной низине и соберите им призрачную энергию с зажжённого духового светильника у выхода из Лесов Духов в Spirit Vale.
Acquire an ever-burning ember from Drakin Cinderspire's chest in the Iron Marches.,Добудьте вечногорящий уголёк из сундука Дракина Пепельного Шпиля в Iron Marches.
Acquire an icy core from the chest after defeating the Svanir Shaman Chief at the Frozen Maw in Wayfarer Foothills.,Добудьте ледяное ядро из сундука после победы над Верховным Svanir Shaman у Мёрзлой Пасти в Wayfarer Foothills.
acquire gems and use them in both the Gem Store and Currency Exchange.,приобретать самоцветы и тратить их в магазине самоцветов и на валютной бирже.
Acquire Guild Hall,Получить гильдейский зал
Acquire hammers and perform structural repairs.,Возьмите молоты и почините постройки.
Acquire putrid ichor from the chest after defeating Tequatl the Sunless in Sparkfly Fen.,Добудьте гнилостный ихор из сундука после победы над Текватлем Бессолнечным в Sparkfly Fen.
Acquire recording devices from Researcher Thale in order to make recordings to teach IG-6417.,"Возьмите записывающие устройства у исследовательницы Тале, чтобы сделать записи для обучения IG-6417."
Acquire swamp gas from the Mossman in the Swampland Fractal.,Добудьте болотный газ у Мохового Человека во фрактале «Болотный край».
Acquire the Dragonsblood focus.,Получите фокус драконьей крови.
Acquire the Dragonsblood scepter.,Получите скипетр драконьей крови.
Acquire the Guild Miniature Merchant 2 upgrade.,Получите улучшение «Гильдейский торговец миниатюрами 2».
Acquire the Guild Miniature Merchant 3 upgrade.,Получите улучшение «Гильдейский торговец миниатюрами 3».
Acquire the heroic spirit of Asaliea: deed #1.,Обретите геройский дух Асалии: деяние № 1.
Acquire the heroic spirit of Asaliea: deed #2.,Обретите геройский дух Асалии: деяние № 2.
Acquire the heroic spirit of Asaliea: deed #3.,Обретите геройский дух Асалии: деяние № 3.
Acquire the heroic spirit of Azra: deed #1.,Обретите геройский дух Азры: деяние № 1.
Acquire the heroic spirit of Azra: deed #2.,Обретите геройский дух Азры: деяние № 2.
Acquire the heroic spirit of Azra: deed #3.,Обретите геройский дух Азры: деяние № 3.
Acquire the heroic spirit of Baverne: deed #1.,Обретите геройский дух Баверна: деяние № 1.
Acquire the heroic spirit of Baverne: deed #2.,Обретите геройский дух Баверна: деяние № 2.
Acquire the heroic spirit of Baverne: deed #3.,Обретите геройский дух Баверна: деяние № 3.
Acquire the heroic spirit of Belitrea: deed #1.,Обретите геройский дух Белитреи: деяние № 1.
Acquire the heroic spirit of Belitrea: deed #2.,Обретите геройский дух Белитреи: деяние № 2.
Acquire the heroic spirit of Belitrea: deed #3.,Обретите геройский дух Белитреи: деяние № 3.
Acquire the heroic spirit of Carver: deed #1.,Обретите геройский дух Карвера: деяние № 1.
Acquire the heroic spirit of Carver: deed #2.,Обретите геройский дух Карвера: деяние № 2.
Acquire the heroic spirit of Carver: deed #3.,Обретите геройский дух Карвера: деяние № 3.
Acquire the heroic spirit of Codd: deed #1.,Обретите геройский дух Кодда: деяние № 1.
Acquire the heroic spirit of Codd: deed #2.,Обретите геройский дух Кодда: деяние № 2.
Acquire the heroic spirit of Codd: deed #3.,Обретите геройский дух Кодда: деяние № 3.
Acquire the heroic spirit of Durio: deed #1.,Обретите геройский дух Дурио: деяние № 1.
Acquire the heroic spirit of Durio: deed #2.,Обретите геройский дух Дурио: деяние № 2.
Acquire the heroic spirit of Durio: deed #3.,Обретите геройский дух Дурио: деяние № 3.
Acquire the heroic spirit of Elegos: deed #1.,Обретите геройский дух Элегоса: деяние № 1.
Acquire the heroic spirit of Elegos: deed #2.,Обретите геройский дух Элегоса: деяние № 2.
Acquire the heroic spirit of Elegos: deed #3.,Обретите геройский дух Элегоса: деяние № 3.
Acquire the heroic spirit of Hakson: deed #1.,Обретите геройский дух Хаксона: деяние № 1.
Acquire the heroic spirit of Hakson: deed #2.,Обретите геройский дух Хаксона: деяние № 2.
Acquire the heroic spirit of Hakson: deed #3.,Обретите геройский дух Хаксона: деяние № 3.
Acquire the heroic spirit of Haliver: deed #1.,Обретите геройский дух Халивера: деяние № 1.
Acquire the heroic spirit of Haliver: deed #2.,Обретите геройский дух Халивера: деяние № 2.
Acquire the heroic spirit of Haliver: deed #3.,Обретите геройский дух Халивера: деяние № 3.
Acquire the heroic spirit of Katarin: deed #1.,Обретите геройский дух Катарин: деяние № 1.
Acquire the heroic spirit of Katarin: deed #2.,Обретите геройский дух Катарин: деяние № 2.
Acquire the heroic spirit of Katarin: deed #3.,Обретите геройский дух Катарин: деяние № 3.
Acquire the heroic spirit of Kobbel: deed #1.,Обретите геройский дух Коббеля: деяние № 1.
Acquire the heroic spirit of Kobbel: deed #2.,Обретите геройский дух Коббеля: деяние № 2.
Acquire the heroic spirit of Kobbel: deed #3.,Обретите геройский дух Коббеля: деяние № 3.
Acquire the heroic spirit of Mirren: deed #1.,Обретите геройский дух Миррен: деяние № 1.
Acquire the heroic spirit of Mirren: deed #2.,Обретите геройский дух Миррен: деяние № 2.
Acquire the heroic spirit of Mirren: deed #3.,Обретите геройский дух Миррен: деяние № 3.
Acquire the heroic spirit of Mosa: deed #1.,Обретите геройский дух Мосы: деяние № 1.
Acquire the heroic spirit of Mosa: deed #2.,Обретите геройский дух Мосы: деяние № 2.
Acquire the heroic spirit of Mosa: deed #3.,Обретите геройский дух Мосы: деяние № 3.
Acquire the heroic spirit of Mouglon: deed #1.,Обретите геройский дух Мауглона: деяние № 1.
Acquire the heroic spirit of Mouglon: deed #2.,Обретите геройский дух Мауглона: деяние № 2.
Acquire the heroic spirit of Mouglon: deed #3.,Обретите геройский дух Мауглона: деяние № 3.
Acquire the heroic spirit of Wossaul: deed #1.,Обретите геройский дух Воссаула: деяние № 1.
Acquire the heroic spirit of Wossaul: deed #2.,Обретите геройский дух Воссаула: деяние № 2.
Acquire the heroic spirit of Wossaul: deed #3.,Обретите геройский дух Воссаула: деяние № 3.
