english,translate
<c=@reminder>Unlock this finisher by purchasing it in the Upgrades category of the Gem Store.</c>,"<c=@reminder>Разблокируйте это добивание, купив его в категории «Улучшения» игрового магазина.</c>"
<c=@reminder>Unlock this mini by completing journal story achievements.</c>,"<c=@reminder>Разблокируйте эту миниатюру, выполняя достижения сюжетной линии журнала.</c>"
<c=@reminder>Unlock this mini by completing PvP reward tracks.</c>,"<c=@reminder>Разблокируйте эту миниатюру, завершая PvP-дорожки наград.</c>"
<c=@reminder>Unlock this mini by purchasing it from the Toys category of the Gem Store.</c>,"<c=@reminder>Разблокируйте эту миниатюру, купив её в категории «Игрушки» в магазине самоцветов.</c>"
<c=@task>Coins for Pickup</c>,<c=@task>Монеты для подбора</c>
<c=@Task>Currently Active</c>,<c=@Task>В настоящее время активно</c>
<c=@task>Items for Pickup</c>,<c=@task>Предметы для подбора</c>
<c=@task>This feature will unlock at level %num1%.</c>,<c=@task>Эта функция станет доступна на %num1% уровне.</c>
<c=@warning>Available in:</c>,<c=@warning>Доступно в:</c>
<c=@warning>Claiming %str1% will cause you to give up your claim on %str2%.</c>,"<c=@warning>Забрав %str1%, вы откажетесь от %str2%.</c>"
<c=@warning>The invasion is not active in this overflow. Keep vigilant for Scarlet's next attack.</c>,<c=@warning>Вторжение не активно в этом переполнении. Будьте бдительны к следующей атаке Скарлет.</c>
"<c=flavor>""For the millionth time, there are no culinary applications for bloodstone dust. None.""<br>—Chef Robertus</c>","<c=flavor>«Миллион раз повторяю, у пыли кровавого камня нет никакого кулинарного применения. Никакого!»<br>—Шеф Робертус</c>"
"<center>%str1%: ""And Braham's bow.""</center>",<center>%str1%: «И лук Брейхама».</center>
<center>Aurene: But you must use it.</center>,<center>Аурене: Но ты должен использовать его.</center>
<center>Aurene: No more questions. Go!</center>,<center>Аурене: Больше никаких вопросов. Иди!</center>
<center>General Zantharon: Speak your last words.</center>,<center>General Zantharon: Скажи свои последние слова.</center>
"<center>Rytlock: ""There's Ryland!""</center>",<center>Ритлок: «Там Райланд!»</center>
<center>Soo-Won: Consider what I've said...</center>,"<center>Су-Вон: Подумай над тем, что я сказал...</center>"
<center>Soo-Won: THE CYCLE IS ENDING!</center>,<center>Су-Вон: ЦИКЛ ЗАВЕРШАЕТСЯ!</center>
<center>Soo-Won: THERE IS NO SOLUTION.</center>,<center>Су-Вон: НЕТ РЕШЕНИЯ.</center>
<center>Soo-Won: WE WILL NOT BE UNDONE.</center>,<center>Су-Вон: МЫ НЕ БУДЕМ УНИЧТОЖЕНЫ.</center>
"<i>In order to enter this raid encounter, you must have completed Chapter 5 of ""Bound by Blood.""</i>","<i>Чтобы попасть в это рейдовое событие, вы должны завершить главу 5 ""Скреплённые кровью"".</i>"
"<i>In order to enter this raid encounter, your squad leader must have completed Chapter 5 of ""Bound by Blood.""</i>","<i>Чтобы попасть в это рейдовое событие, ваш командир отряда должен завершить главу 5 ""Скреплённые кровью"".</i>"
<i>Note: A jackal mount with the Shifting Sands Mastery is required to successfully complete some aspects of this content.</i>,<i>Примечание: для успешного прохождения некоторых аспектов этого контента требуется скакун-шакал с мастерством «Движущиеся пески».</i>
<i>Note: Glider Basics and Updraft Use Masteries are required to successfully complete some encounters.</i>,<i>Примечание: для успешного прохождения некоторых событий требуются мастерства «Основы глайдинга» и «Updraft Use».</i>
<i>Note: Raptor mount with Canyon Jumping and springer mount with High Vault are required to successfully complete some aspects of this content.</i>,<i>Примечание: для успешного прохождения некоторых аспектов этого контента требуются скакун-раптор с «Прыжком через каньон» и скакун-спрингер с «Высоким прыжком».</i>
<pg>[b],<pg>[b]
<quote>%str1%,<quote>%str1%
<quote>%str1% %str2%,<quote>%str1% %str2%
<quote>%str1% gestures.,<quote>%str1% жестикулирует.
">>Decoration layout: ""%str1%""",">>Расположение декораций: ""%str1%"""
???: Getting ready to fly to a park.,???: Готовится лететь в парк.
???: Looking up at a theater.,???: Смотрит на театр.
???: Trying to skip rocks among the clouds.,???: Пытается пускать «блинчики» по облакам.
[F]Catapul琀攀,[F]Катапульта
[F]Masse séraphine,[F]Масса серафимов
[F]Reichhaltige Orichalcum-Ader,[F]Богатая орихалковая жила
[lbracket]%num1%:%num2%:%num3%:%num4%[rbracket],[lbracket]%num1%:%num2%:%num3%:%num4%[rbracket]
[lbracket]%str1%%str2%%str3%[rbracket],[lbracket]%str1%%str2%%str3%[rbracket]
[lbracket]%str1%'s Story[rbracket],[lbracket]%str1% История[rbracket]
[lbracket]%str1%[rbracket],[lbracket]%str1%[rbracket]
[lbracket]1 Supply Required[rbracket],[lbracket]Требуется 1 припас[rbracket]
[lbracket]10%%[rbracket],[lbracket]10%%[rbracket]
[lbracket]100%%[rbracket],[lbracket]100%%[rbracket]
[lbracket]2 Supplies Required[rbracket],[lbracket]Требуется 2 припаса[rbracket]
[lbracket]20%%[rbracket],[lbracket]20%%[rbracket]
[lbracket]3 Supplies Required[rbracket],[lbracket]Требуется 3 припаса[rbracket]
[lbracket]30%%[rbracket],[lbracket]30%%[rbracket]
[lbracket]4 Supplies Required[rbracket],[lbracket]Требуется 4 припаса[rbracket]
[lbracket]40%%[rbracket],[lbracket]40%%[rbracket]
[lbracket]5 Supplies Required[rbracket],[lbracket]Требуется 5 припасов[rbracket]
[lbracket]50%%[rbracket],[lbracket]50%%[rbracket]
[lbracket]60%%[rbracket],[lbracket]60%%[rbracket]
[lbracket]70%%[rbracket],[lbracket]70%%[rbracket]
[lbracket]80%%[rbracket],[lbracket]80%%[rbracket]
[lbracket]90%%[rbracket],[lbracket]90%%[rbracket]
[lbracket][lbracket]1004321[rbracket][rbracket],[lbracket][lbracket]1004321[rbracket][rbracket]
[lbracket][lbracket]1025783[rbracket][rbracket],[lbracket][lbracket]1025783[rbracket][rbracket]
[lbracket][lbracket]1026759[rbracket][rbracket],[lbracket][lbracket]1026759[rbracket][rbracket]
[lbracket][lbracket]1028753[rbracket][rbracket],[lbracket][lbracket]1028753[rbracket][rbracket]
[lbracket][lbracket]1034621[rbracket][rbracket],[lbracket][lbracket]1034621[rbracket][rbracket]
[lbracket][lbracket]1034654[rbracket][rbracket],[lbracket][lbracket]1034654[rbracket][rbracket]
[lbracket][lbracket]1039265[rbracket][rbracket],[lbracket][lbracket]1039265[rbracket][rbracket]
[lbracket][lbracket]1044011[rbracket][rbracket],[lbracket][lbracket]1044011[rbracket][rbracket]
[lbracket][lbracket]1044012[rbracket][rbracket],[lbracket][lbracket]1044012[rbracket][rbracket]
[lbracket][lbracket]1044651[rbracket][rbracket],[lbracket][lbracket]1044651[rbracket][rbracket]
[lbracket][lbracket]1046013[rbracket][rbracket],[lbracket][lbracket]1046013[rbracket][rbracket]
[lbracket][lbracket]1047178[rbracket][rbracket],[lbracket][lbracket]1047178[rbracket][rbracket]
[lbracket][lbracket]1048646[rbracket][rbracket],[lbracket][lbracket]1048646[rbracket][rbracket]
[lbracket][lbracket]1048714[rbracket][rbracket],[lbracket][lbracket]1048714[rbracket][rbracket]
[lbracket][lbracket]1048760[rbracket][rbracket],[lbracket][lbracket]1048760[rbracket][rbracket]
[lbracket][lbracket]1049076[rbracket][rbracket],[lbracket][lbracket]1049076[rbracket][rbracket]
[lbracket][lbracket]1050332[rbracket][rbracket],[lbracket][lbracket]1050332[rbracket][rbracket]
[lbracket][lbracket]1050343[rbracket][rbracket],[lbracket][lbracket]1050343[rbracket][rbracket]
