english,translate
Foefire Pistol Skin[s],Облик[|а|ов] пистолета «Огонь Врага»
Foefire Rifle Skin[s],Облик[|а|ов] винтовки «Огонь Врага»
Foefire Scepter Skin[s],Облик[|а|ов] скипетра «Огонь Врага»
Foefire Shield Skin[s],Облик[|а|ов] щита «Огонь Врага»
Foefire Short Bow Skin[s],Облик[|а|ов] короткого лука «Огонь Врага»
Foefire Spear Skin[s],Облик[|а|ов] копья «Огонь Врага»
Foefire Staff Skin[s],Облик[|а|ов] посоха «Огонь Врага»
Foefire Sword Skin[s],Облик[|а|ов] меча «Огонь Врага»
Foefire Torch Skin[s],Облик[|а|ов] факела «Огонь Врага»
Foefire Warhorn Skin[s],Облик[|а|ов] боевого рога «Огонь Врага»
Foefire Weapons,Оружие «Огонь Врага»
Foefire Wraps are now available!,Обмотки «Огонь Врага» уже доступны!
Foefire Wraps Skin[s],Облик[|а|ов] обмоток «Огонь Врага»
"Foes in the target area become entangled by vines, and are unable to move until they have been destroyed.","Врагов в выбранной области опутывают лозы, и они не могут двигаться, пока лозы не уничтожат."
Fog Dye[s],[Краска|Краски|Красок] «Туман»
Fog Machine[s],[Дымовая машина|Дымовых машины|Дымовых машин]
Fog's Fuel,Топливо для дымовой машины
Foil the Purist plot in the monastery gardens.,Сорвите замысел Пуристов в садах монастыря.
"Foil-Wrapped Candy[pl:""Candies""]",[Конфета|Конфеты|Конфет] в фольге
Folded Treasure Map,Сложенная карта сокровищ
Follow a ghost to get some answers.,"Идите за призраком, чтобы получить ответы."
Follow Along,Следовать рядом
Follow Guiding Star and their team on the expedition. (Event 2 of 2),Отправьтесь в экспедицию вместе с Путеводной Звездой и командой. (Событие 2 из 2)
Follow in the exemplar's wake.,Следуйте по пятам за образцом.
Follow Me,За мной
Follow the fifth player on the blue team.,Следовать за пятым игроком синей команды.
Follow the fifth player on the red team.,Следовать за пятым игроком красной команды.
Follow the first player on the blue team.,Следовать за первым игроком синей команды.
Follow the first player on the red team.,Следовать за первым игроком красной команды.
Follow the fourth player on the blue team.,Следовать за четвёртым игроком синей команды.
Follow the fourth player on the red team.,Следовать за четвёртым игроком красной команды.
Follow the hunters to the location where the giant moa was last spotted.,"Идите за охотниками туда, где в последний раз видели гигантского моа."
Follow the ritualists to the shrine for the ritual.,Идите за ритуалистами к святилищу для обряда.
Follow the ritualists to the Temple of the Dredge.,Идите за ритуалистами к Temple of the Dredge.
Follow the second player on the blue team.,Следовать за вторым игроком синей команды.
Follow the second player on the red team.,Следовать за вторым игроком красной команды.
Follow the third player on the blue team.,Следовать за третьим игроком синей команды.
Follow the third player on the red team.,Следовать за третьим игроком красной команды.
Follow the tiger prints across the Shiverpeaks.,Идите по тигриным следам через Дрожащие Пики.
Follow the tiger tracks east.,Идите по тигриным следам на восток.
Follow the trail of blood.,Идите по кровавому следу.
Follow the winding path to its downfall.,Идите по извилистой тропе до самого её конца.
Follow up on Snargle's progress.,"Узнайте, как продвигается работа Снаргла."
Follow up with Snargle one last time.,Загляните к Снарглу в последний раз.
Follow up with Snargle.,Загляните к Снарглу.
Follow your target,Следовать за целью
Follow-Up Shot Damage,Урон добивающего выстрела
Follower Adisa thanks you.,Последователь Адиса благодарит вас.
Follower Dawnwynn,Follower Dawnwynn
Follower Dawnwynn thanks you.,Последовательница Даунвинн благодарит вас.
Follower Lucius Anvilblade,Follower Lucius Anvilblade
Follower of Ascension,Последователь Вознесения
Follower of Dwayna,Последователь Двайны
Follower of Zintl,Последователь Зинтля
Follower Xunn,Follower Xunn
Follower Xunn thanks you.,Последователь Ксунн благодарит вас.
Followers of Ascension have joined Kaidenna's mission!,Followers of Ascension присоединились к заданию Кайденны!
"Following a trail of slaughtered Flame Legion soldiers, you move deep behind enemy lines to meet up with whoever is responsible for this impressive venture into the heart of Flame Legion territory. The trail ends at the entrance to a mysterious cavern. Whatever the purpose of this bold strike, the answers must lie within...","Идя по следу из перебитых солдат Flame Legion, вы уходите глубоко в тыл врага, чтобы встретиться с тем, кто устроил эту впечатляющую вылазку в сердце земель Flame Legion. След обрывается у входа в загадочную пещеру. Какой бы ни была цель этого дерзкого удара, ответы должны быть внутри..."
Following An Order,По приказу
Font of Rhand Portal [lbracket]Closed[rbracket],Портал Источника Рханда [lbracket]Закрыт[rbracket]
Font of Rhand Portal [lbracket]Open[rbracket],Портал Источника Рханда [lbracket]Открыт[rbracket]
Font Visualizations,Отображение шрифтов
Food and Utilities,Еда и вспомогательные средства
Food Basket,Корзина с едой
Food Bowl,Миска с едой
Food Cache,Схрон с едой
Food Fight!,Битва едой!
Food Inspector Rixxi,Пищевой инспектор Рикси
Food Service,Раздача еды
Food Stand,Лоток с едой
Food Supplies,Запасы еды
Fool's Dog Treat[s],[Дурацкое лакомство|Дурацких лакомства|Дурацких лакомств] для собаки
Fool's Enhancement,Дурацкое усиление
Fool's Ocular Tonic[s],[Дурацкий глазной тоник|Дурацких глазных тоника|Дурацких глазных тоников]
Fool's Tall Tonic[s],[Дурацкий тоник роста|Дурацких тоника роста|Дурацких тоников роста]
Foolish Event: Cozy Café,Дурацкое событие: уютное кафе
Foolish Event: Heights of Glory,Дурацкое событие: вершины славы
Foolish Event: Vision of Infinity,Дурацкое событие: видение бесконечности
Foot Armor,Броня для ног
Foot Clothing,Обувь
"Foot Pads[pl:""Pads""]",[Подушечка лапы|Подушечки лапы|Подушечек лапы]
Foot Tap,Постукивание ногой
Foothold Trap,Капкан
"For 12 hours, any fortification held by your guild in World vs. World will give allies a better chance to discover rare loot.","На 12 часов любое укрепление, удерживаемое вашей гильдией в World vs. World, даёт союзникам повышенный шанс найти редкую добычу."
"For 12 hours, any fortification held by your guild in World vs. World will give improved power to all allies.","На 12 часов любое укрепление, удерживаемое вашей гильдией в World vs. World, даёт всем союзникам улучшенную силу."
"For 12 hours, any fortification held by your guild in World vs. World will give improved precision to all allies.","На 12 часов любое укрепление, удерживаемое вашей гильдией в World vs. World, даёт всем союзникам улучшенную точность."
"For 12 hours, any fortification held by your guild in World vs. World will give improved supply to all allies.","На 12 часов любое укрепление, удерживаемое вашей гильдией в World vs. World, даёт всем союзникам улучшенные припасы."
"For 12 hours, any fortification held by your guild in World vs. World will give improved vitality to all allies.","На 12 часов любое укрепление, удерживаемое вашей гильдией в World vs. World, даёт всем союзникам улучшенную живучесть."
"For 12 hours, any fortification held by your guild in World vs. World will give increased experience to defending allies.","На 12 часов любое укрепление, удерживаемое вашей гильдией в World vs. World, даёт защищающимся союзникам повышенный опыт."
"For 12 hours, any fortification held by your guild in World vs. World will give karma to defending allies for each kill near the fort.","На 12 часов любое укрепление, удерживаемое вашей гильдией в World vs. World, даёт защищающимся союзникам карму за каждое убийство рядом с фортом."
"For 12 Hrs, any fortification held by your guild in World Vs World will give improved Toughness to all allies.","На 12 ч любое укрепление, удерживаемое вашей гильдией в World vs. World, даёт всем союзникам улучшенную стойкость."
"For 24 hours, guild members have a 10%% greater chance of critical successes during crafting.",На 24 часа члены гильдии получают на 10%% больший шанс критического успеха при ремесле.
"For 24 hours, guild members will pay 15%% less to use waypoints.",На 24 часа члены гильдии платят на 15%% меньше за пользование путевыми точками.
"For 24 hours, guild members will receive a 5%% bonus to gold earned for monster kills.",На 24 часа члены гильдии получают бонус 5%% к золоту за убийство чудовищ.
"For 24 hours, your guild receives an additional 15%% karma from dynamic events.",На 24 часа ваша гильдия получает дополнительные 15%% кармы за динамические события.
"For 3 days, guild members have a 10%% better chance to find rare loot. Traveling antique shows are great!",На 3 дня члены гильдии получают на 10%% больший шанс найти редкую добычу. Передвижные антикварные ярмарки — отличная штука!
"For 3 days, your guild receives an additional 5%% karma from all events.",На 3 дня ваша гильдия получает дополнительные 5%% кармы за все события.
"For 48 hours, guild members have a 10%% better chance to find rare materials from mining, logging, and harvesting.","На 48 часов члены гильдии получают на 10%% больший шанс найти редкие материалы при добыче руды, рубке леса и сборе растений."
"For a limited time, this map will be guaranteed to show up in every map selection.",Ограниченное время эта карта гарантированно будет появляться при каждом выборе карты.
"For a very limited time, a mini Super Spider, Super Bee Dog, and Super Monkey come together in this limited-edition collector's pack. Double-click to receive a mini each of Super Spider, Super Bee Dog, and Super Monkey. Combine the Mini Super Trio in the Mystic Forge with a Continue Coin to unlock the Mini Storm Wizard.","Ограниченное время мини-Супер-паук, Супер-пчелопёс и Супер-обезьяна собраны вместе в этом коллекционном наборе ограниченного выпуска. Дважды щёлкните, чтобы получить по мини-питомцу: Супер-паука, Супер-пчелопса и Супер-обезьяну. Соедините Mini Super Trio в Mystic Forge с Continue Coin, чтобы открыть мини-Storm Wizard."
For battle guild:,Для боевой гильдии:
"For continued health and well-being, train Basic Gliding before proceeding.","Ради здоровья и благополучия освойте базовое планирование, прежде чем продолжать."
"For each point of downed penalty, you start with less health the next time you go down.",За каждое очко штрафа за поражение вы начинаете следующее падение с меньшим запасом здоровья.
"For every 10 stacks of calibrated essence you are carrying, your warclaw receives a 10%% speed boost; maximum 50%%.",За каждые 10 зарядов калиброванной эссенции при вас боевой коготь получает 10%% к скорости; максимум 50%%.
For Great Justice,За великую справедливость
For great justice!,За великую справедливость!
For Lazarus!,За Лазаря!
For new players looking for guidance and experienced players looking to lend a hand.,"Для новичков, которым нужен совет, и для опытных игроков, готовых подать руку помощи."
"For one hour, gain an additional 50%% karma each time you earn karma. This does not affect karma gained from consumable items.","В течение часа вы получаете дополнительные 50%% кармы каждый раз, когда зарабатываете карму. Это не влияет на карму, получаемую из расходуемых предметов."
"For one hour, gain an additional 50%% karma each time you earn karma. This does not affect karma gained from consumable items. <c=@Flavor>Proceeds donated to Extra Life!</c>","В течение часа вы получаете дополнительные 50%% кармы каждый раз, когда зарабатываете карму. Это не влияет на карму, получаемую из расходуемых предметов. <c=@Flavor>Выручка передана в Extra Life!</c>"
"For our allies roaming the south of this region, they've taken to researching the bloodstone shards scattered about. It has proven to be more than taxing to complete this task.","Наши союзники, что бродят на юге этого края, взялись изучать разбросанные повсюду осколки кровавого камня. Задача оказалась более чем изнурительной."
For Science (Locked),Во имя науки (заблокировано)
For Science (Unselected),Во имя науки (не выбрано)
"For the moment, the Devast District is ghost-free, in no small part because you came to the aid of me and my patrols. While no victory over the ghosts is ever permanent, the respite made possible by your efforts will give us time to recover and regroup. You should also know that some of the Ascalonian artifacts we recovered show promise in helping us to understand the nature of the ghosts. Hopefully, this insight will lead to a turn in the tide of battle. —Gavros Spiritfoe","Пока что Devast District свободен от призраков — во многом потому, что ты пришёл на помощь мне и моим патрулям. Победа над призраками никогда не бывает окончательной, но передышка, добытая твоими усилиями, даст нам время оправиться и перегруппироваться. Знай ещё вот что: некоторые из добытых нами аскалонских артефактов подают надежду, что мы поймём природу призраков. Будем надеяться, это понимание переломит ход битвы. —Гаврос Духовраг"
For the Skyfallen,За Павших с Небес
For the White Mantle!,За White Mantle!
"For this tournament, you are currently associated with %str1%.",На этом турнире вы сейчас связаны с %str1%.
"For this year's Friend/Ships celebration, we've partnered with Seize the Awkward to encourage friends to reach out and start a conversation about mental health, particularly if a friend is struggling or going through a tough time. Wear this Seize the Awkward Clothing Outfit to show your support for your friends. Learn how to start a conversation at SeizeTheAwkward.org.","В честь празднования «Друзей/Кораблей» в этом году мы объединились с Seize the Awkward, чтобы побудить друзей заговорить друг с другом о душевном здоровье — особенно если другу тяжёло или он переживает трудные времена. Наденьте этот наряд Seize the Awkward, чтобы показать поддержку своим друзьям. О том, как начать разговор, читайте на SeizeTheAwkward.org."
"For two hundred years, the Priory has stood firm on the foundation of knowledge and exploration.",Двести лет Приорат твёрдо стоит на основании знания и исследования.
For: %str1%,Кому: %str1%
Forage fish in Breezy Cay.,Соберите рыбу в Ветреном Кэе.
